sr_no,admission_no,pen_no,name,roll_no,class,class_name,section,class_sec,father_name,mother_name,guardian_name,mobile,contact,contact_phone,address,gender,dob,category,house,transport_opted,uses_transport,bus_route,total_fee,paid_fee,balance_fee,fees_due,status
"SR-2024-1988","ADM-5988","PEN-RJ-2024-628901","Priyanka Bhati","05","9th","9th","B","9th - B","Ramesh Chand Bhati","Sayar Kanwar","Ramesh Chand Bhati","9829137868","9829137868","9829137868","Plot 42, Civil Lines, Barmer","Female","2011-04-04","SC","Tagore",true,true,"Route 3 (Station Road - Sadar Bazaar)",54000,40500,13500,13500,"Active"
"SR-2024-1989","ADM-5989","PEN-RJ-2024-599394","Diya Gaur","06","9th","9th","B","9th - B","Ram Chandra Gaur","Sayar Kanwar","Ram Chandra Gaur","8769209746","8769209746","8769209746","Uttarlai Road, Near KV School, Barmer","Female","2011-05-19","OBC","Raman",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-1990","ADM-5990","PEN-RJ-2024-409702","Surendra Gupta","07","9th","9th","B","9th - B","Gopal Gupta","Chandra Kanwar","Gopal Gupta","9414627218","9414627218","9414627218","Uttarlai Road, Near KV School, Barmer","Male","2011-07-27","SC","Raman",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-1991","ADM-5991","PEN-RJ-2024-955458","Vikram Bishnoi","08","9th","9th","B","9th - B","Manak Chand Bishnoi","Geeta Devi","Manak Chand Bishnoi","9784608558","9784608558","9784608558","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2011-10-03","General","Tagore",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",54000,21500,32500,32500,"Active"
"SR-2024-1992","ADM-5992","PEN-RJ-2024-450822","Kamla Rathore","09","9th","9th","B","9th - B","Bhagwan Das Rathore","Bhanwar Kanwar","Bhagwan Das Rathore","8769650119","8769650119","8769650119","Jasol Road, Balotra Highway, Barmer","Female","2011-08-22","ST","Shivaji",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1993","ADM-5993","PEN-RJ-2024-228273","Mamta Jangid","10","9th","9th","B","9th - B","Roopa Ram Jangid","Laxmi Devi","Roopa Ram Jangid","9414765462","9414765462","9414765462","Shastri Nagar, Sector 2, Barmer","Female","2011-12-05","OBC","Shivaji",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-1994","ADM-5994","PEN-RJ-2024-651274","Bhawani Dewasi","11","9th","9th","B","9th - B","Ramesh Chand Dewasi","Sunita","Ramesh Chand Dewasi","9828166666","9828166666","9828166666","Baytu Link Road, Barmer","Male","2011-02-22","General","Tagore",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1995","ADM-5995","PEN-RJ-2024-673223","Tejpal Dadhich","12","9th","9th","B","9th - B","Bhawani Singh Dadhich","Chandra Kanwar","Bhawani Singh Dadhich","9829355070","9829355070","9829355070","Nehru Nagar, Main Road, Barmer","Male","2011-07-09","OBC","Tagore",true,true,"Route 7 (Sindhari Road - Kalyanpura)",54000,32500,21500,21500,"Active"
"SR-2024-1996","ADM-5996","PEN-RJ-2024-793836","Amar Dadhich","13","9th","9th","B","9th - B","Kalyan Singh Dadhich","Manju","Kalyan Singh Dadhich","9460579604","9460579604","9460579604","Panch Batti Circle, Barmer","Male","2011-05-26","OBC","Raman",false,false,"",42000,17000,25000,25000,"Active"
"SR-2024-1997","ADM-5997","PEN-RJ-2024-415895","Ira Kumhar","14","9th","9th","B","9th - B","Uttamchand Kumhar","Sugan Kanwar","Uttamchand Kumhar","8769946490","8769946490","8769946490","Rai Colony, Near Water Tank, Barmer","Female","2011-02-20","SC","Tagore",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-1998","ADM-5998","PEN-RJ-2024-137062","Ratan Kumhar","15","9th","9th","B","9th - B","Dinesh Kumhar","Nirmala","Dinesh Kumhar","9460171880","9460171880","9460171880","Kalyanpura, Barmer","Male","2011-12-16","OBC","Tagore",false,false,"",42000,42000,0,0,"Active"
"SR-2024-1999","ADM-5999","PEN-RJ-2024-597583","Aarti Jain","16","9th","9th","B","9th - B","Nemichand Jain","Pushpa Devi","Nemichand Jain","9828485601","9828485601","9828485601","Ramsar Road, Barmer","Female","2011-10-06","SC","Ashoka",true,true,"Route 3 (Station Road - Sadar Bazaar)",54000,40500,13500,13500,"Active"
"SR-2024-2000","ADM-6000","PEN-RJ-2024-580959","Radha Meghwal","17","9th","9th","B","9th - B","Jethmal Meghwal","Laxmi Devi","Jethmal Meghwal","9460773993","9460773993","9460773993","Shastri Nagar, Sector 2, Barmer","Female","2011-11-08","General","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2001","ADM-6001","PEN-RJ-2024-117212","Dharampal Parihar","18","9th","9th","B","9th - B","Rajesh Parihar","Rukmani Devi","Rajesh Parihar","9414646086","9414646086","9414646086","Nehru Nagar, Main Road, Barmer","Male","2011-05-26","General","Shivaji",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",54000,54000,0,0,"Active"
"SR-2024-2002","ADM-6002","PEN-RJ-2024-368131","Ansh Maheshwari","19","9th","9th","B","9th - B","Khimraj Maheshwari","Sayar Kanwar","Khimraj Maheshwari","9829702452","9829702452","9829702452","Kalyanpura, Barmer","Male","2011-12-17","ST","Ashoka",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2003","ADM-6003","PEN-RJ-2024-382558","Kiran Suthar","20","9th","9th","B","9th - B","Sawai Singh Suthar","Sharda","Sawai Singh Suthar","9829623008","9829623008","9829623008","Kalyanpura, Barmer","Female","2011-05-28","ST","Ashoka",true,true,"Route 8 (Rai Colony - Civil Lines)",54000,54000,0,0,"Active"
"SR-2024-2004","ADM-6004","PEN-RJ-2024-363266","Reyansh Shekhawat","21","9th","9th","B","9th - B","Dungar Ram Shekhawat","Geeta Devi","Dungar Ram Shekhawat","9829793063","9829793063","9829793063","Khatan Kocha, Inside City, Barmer","Male","2011-04-02","OBC","Tagore",false,false,"",42000,17000,25000,25000,"Active"
"SR-2024-2005","ADM-6005","PEN-RJ-2024-266316","Ritu Shekhawat","22","9th","9th","B","9th - B","Pabu Ram Shekhawat","Prem Kanwar","Pabu Ram Shekhawat","9784435640","9784435640","9784435640","Plot 42, Civil Lines, Barmer","Female","2011-01-05","ST","Raman",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-2006","ADM-6006","PEN-RJ-2024-772998","Laxman Charan","23","9th","9th","B","9th - B","Uttamchand Charan","Urmila","Uttamchand Charan","9784512069","9784512069","9784512069","Kalyanpura, Barmer","Male","2011-11-17","ST","Ashoka",true,true,"Route 7 (Sindhari Road - Kalyanpura)",54000,21500,32500,32500,"Active"
"SR-2024-2007","ADM-6007","PEN-RJ-2024-926096","Aarti Raika","24","9th","9th","B","9th - B","Mangi Lal Raika","Urmila","Mangi Lal Raika","9460981958","9460981958","9460981958","Ramsar Road, Barmer","Female","2011-04-13","ST","Shivaji",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2008","ADM-6008","PEN-RJ-2024-942192","Pratap Charan","25","9th","9th","B","9th - B","Sohan Lal Charan","Nirmala","Sohan Lal Charan","9828298235","9828298235","9828298235","Ramsar Road, Barmer","Male","2011-06-25","General","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2009","ADM-6009","PEN-RJ-2024-960678","Aarti Joshi","26","9th","9th","B","9th - B","Rikhabdas Joshi","Meenakshi","Rikhabdas Joshi","9414621757","9414621757","9414621757","Jasol Road, Balotra Highway, Barmer","Female","2011-03-26","ST","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2010","ADM-6010","PEN-RJ-2024-298299","Harsh Bishnoi","27","9th","9th","B","9th - B","Jabbar Singh Bishnoi","Urmila","Jabbar Singh Bishnoi","9784133118","9784133118","9784133118","Sindhari Road, Near Bus Stand, Barmer","Male","2011-12-27","ST","Ashoka",true,true,"Route 2 (Indira Colony - Shastri Nagar)",54000,40500,13500,13500,"Active"
"SR-2024-2011","ADM-6011","PEN-RJ-2024-711541","Madhav Maheshwari","28","9th","9th","B","9th - B","Sawai Singh Maheshwari","Sharda","Sawai Singh Maheshwari","9829158701","9829158701","9829158701","Laxmi Nagar, Street 3, Barmer","Male","2011-12-10","ST","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2012","ADM-6012","PEN-RJ-2024-919462","Sanjay Agarwal","29","9th","9th","B","9th - B","Manak Chand Agarwal","Prem Kanwar","Manak Chand Agarwal","8769379313","8769379313","8769379313","Indira Colony, Lane 4, Barmer","Male","2011-04-10","ST","Tagore",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2013","ADM-6013","PEN-RJ-2024-616549","Virendra Mittal","30","9th","9th","B","9th - B","Kailash Mittal","Durga Devi","Kailash Mittal","9828555248","9828555248","9828555248","Nehru Nagar, Main Road, Barmer","Male","2011-05-12","General","Shivaji",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2014","ADM-6014","PEN-RJ-2024-684260","Sawai Jain","31","9th","9th","B","9th - B","Parasmal Jain","Pushpa Devi","Parasmal Jain","9784718948","9784718948","9784718948","Rai Colony, Near Water Tank, Barmer","Male","2011-04-01","OBC","Tagore",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2015","ADM-6015","PEN-RJ-2024-106397","Arnav Singhal","32","9th","9th","B","9th - B","Bhagwan Das Singhal","Pushpa Devi","Bhagwan Das Singhal","8769783332","8769783332","8769783332","Rai Colony, Near Water Tank, Barmer","Male","2011-06-05","SC","Ashoka",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-2016","ADM-6016","PEN-RJ-2024-546987","Gopal Vyas","33","9th","9th","B","9th - B","Rajesh Vyas","Rekha","Rajesh Vyas","9784612371","9784612371","9784612371","Jasol Road, Balotra Highway, Barmer","Male","2011-08-28","General","Raman",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2017","ADM-6017","PEN-RJ-2024-415968","Vivaan Sharma","34","9th","9th","B","9th - B","Sohan Lal Sharma","Santosh","Sohan Lal Sharma","9414203297","9414203297","9414203297","Nehru Nagar, Main Road, Barmer","Male","2011-07-09","SC","Shivaji",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-2018","ADM-6018","PEN-RJ-2024-790020","Kajal Shekhawat","35","9th","9th","B","9th - B","Surendra Shekhawat","Rekha","Surendra Shekhawat","9460919780","9460919780","9460919780","Jasol Road, Balotra Highway, Barmer","Female","2011-11-17","OBC","Raman",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2019","ADM-6019","PEN-RJ-2024-387568","Anita Goyal","36","9th","9th","B","9th - B","Tarachand Goyal","Durga Devi","Tarachand Goyal","9784476316","9784476316","9784476316","Shastri Nagar, Sector 2, Barmer","Female","2011-07-24","SC","Raman",false,false,"",42000,0,42000,42000,"Active"
"SR-2024-2020","ADM-6020","PEN-RJ-2024-307977","Sanjay Solanki","37","9th","9th","B","9th - B","Chhagan Lal Solanki","Chandra Kanwar","Chhagan Lal Solanki","9828219771","9828219771","9828219771","Tilak Nagar, Barmer","Male","2011-07-14","SC","Shivaji",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-2021","ADM-6021","PEN-RJ-2024-879436","Pihu Mittal","38","9th","9th","B","9th - B","Teja Ram Mittal","Sugan Kanwar","Teja Ram Mittal","8769994552","8769994552","8769994552","Kalyanpura, Barmer","Female","2011-11-26","SC","Raman",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-2022","ADM-6022","PEN-RJ-2024-395476","Radha Dave","01","9th","9th","C","9th - C","Roopa Ram Dave","Anita","Roopa Ram Dave","9460214420","9460214420","9460214420","Rai Colony, Near Water Tank, Barmer","Female","2011-08-22","OBC","Raman",true,true,"Route 6 (Uttarlai Road - Airforce Area)",54000,40500,13500,13500,"Active"
"SR-2024-2023","ADM-6023","PEN-RJ-2024-219938","Deepak Mittal","02","9th","9th","C","9th - C","Rikhabdas Mittal","Bhanwar Kanwar","Rikhabdas Mittal","9460571439","9460571439","9460571439","Opp. Collectorate, Mahaveer Nagar, Barmer","Male","2011-08-04","SC","Tagore",false,false,"",42000,25000,17000,17000,"Active"
"SR-2024-2024","ADM-6024","PEN-RJ-2024-611943","Teja Rathore","03","9th","9th","C","9th - C","Vimalchand Rathore","Durga Devi","Vimalchand Rathore","9414696239","9414696239","9414696239","Khatan Kocha, Inside City, Barmer","Male","2011-12-08","General","Tagore",true,true,"Route 3 (Station Road - Sadar Bazaar)",54000,0,54000,54000,"Active"
"SR-2024-2025","ADM-6025","PEN-RJ-2024-679375","Arnav Verma","04","9th","9th","C","9th - C","Bhagwan Das Verma","Shanti Devi","Bhagwan Das Verma","9460906747","9460906747","9460906747","Jasol Road, Balotra Highway, Barmer","Male","2011-01-15","ST","Tagore",true,true,"Route 8 (Rai Colony - Civil Lines)",54000,21500,32500,32500,"Active"
"SR-2024-2026","ADM-6026","PEN-RJ-2024-637308","Aarohi Maheshwari","05","9th","9th","C","9th - C","Khimraj Maheshwari","Nirmala","Khimraj Maheshwari","9460876406","9460876406","9460876406","Sadar Bazaar, Near Old Fort, Barmer","Female","2011-01-24","ST","Ashoka",true,true,"Route 5 (Chohtan Circle - Tilak Nagar)",54000,27000,27000,27000,"Active"
"SR-2024-2027","ADM-6027","PEN-RJ-2024-781969","Lokendra Meghwal","06","9th","9th","C","9th - C","Dungar Ram Meghwal","Sita Devi","Dungar Ram Meghwal","9414510973","9414510973","9414510973","Shastri Nagar, Sector 2, Barmer","Male","2011-02-22","OBC","Shivaji",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",54000,54000,0,0,"Active"
"SR-2024-2028","ADM-6028","PEN-RJ-2024-977703","Usha Mathur","07","9th","9th","C","9th - C","Uttamchand Mathur","Rukmani Devi","Uttamchand Mathur","9784369945","9784369945","9784369945","Shastri Nagar, Sector 2, Barmer","Female","2011-12-06","OBC","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2029","ADM-6029","PEN-RJ-2024-294926","Ram Jangid","08","9th","9th","C","9th - C","Ashok Jangid","Urmila","Ashok Jangid","9829963214","9829963214","9829963214","Nehru Nagar, Main Road, Barmer","Male","2011-11-03","SC","Shivaji",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",54000,21500,32500,32500,"Active"
"SR-2024-2030","ADM-6030","PEN-RJ-2024-725254","Ritu Rathore","09","9th","9th","C","9th - C","Mangi Lal Rathore","Shanti Devi","Mangi Lal Rathore","9460687130","9460687130","9460687130","Station Road, Near Soni Dharmshala, Barmer","Female","2011-07-21","OBC","Tagore",true,true,"Route 4 (Mahaveer Nagar - Collectorate)",54000,40500,13500,13500,"Active"
"SR-2024-2031","ADM-6031","PEN-RJ-2024-698620","Teja Soni","10","9th","9th","C","9th - C","Jethmal Soni","Sunita","Jethmal Soni","9784113710","9784113710","9784113710","Ramsar Road, Barmer","Male","2011-04-07","SC","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2032","ADM-6032","PEN-RJ-2024-931488","Rahul Solanki","11","9th","9th","C","9th - C","Sawai Singh Solanki","Sunita","Sawai Singh Solanki","9414492017","9414492017","9414492017","Nehru Nagar, Main Road, Barmer","Male","2011-07-14","SC","Raman",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-2033","ADM-6033","PEN-RJ-2024-260640","Kamla Gupta","12","9th","9th","C","9th - C","Bhagwan Das Gupta","Anita","Bhagwan Das Gupta","9460826508","9460826508","9460826508","Sindhari Road, Near Bus Stand, Barmer","Female","2011-03-26","General","Raman",true,true,"Route 1 (Baldev Nagar - Ratan Singh Circle)",54000,27000,27000,27000,"Active"
"SR-2024-2034","ADM-6034","PEN-RJ-2024-564955","Priya Raika","13","9th","9th","C","9th - C","Jagdish Prasad Raika","Parvati Devi","Jagdish Prasad Raika","9784225494","9784225494","9784225494","Sindhari Road, Near Bus Stand, Barmer","Female","2011-01-25","ST","Shivaji",false,false,"",42000,17000,25000,25000,"Active"
"SR-2024-2035","ADM-6035","PEN-RJ-2024-688392","Barkha Rathore","14","9th","9th","C","9th - C","Bhanwar Singh Rathore","Geeta Devi","Bhanwar Singh Rathore","9828747402","9828747402","9828747402","Plot 42, Civil Lines, Barmer","Female","2011-01-01","OBC","Raman",true,true,"Route 2 (Indira Colony - Shastri Nagar)",54000,27000,27000,27000,"Active"
"SR-2024-2036","ADM-6036","PEN-RJ-2024-455053","Pihu Choudhary","15","9th","9th","C","9th - C","Ram Chandra Choudhary","Urmila","Ram Chandra Choudhary","9414791556","9414791556","9414791556","Opp. Collectorate, Mahaveer Nagar, Barmer","Female","2011-06-10","SC","Shivaji",true,true,"Route 6 (Uttarlai Road - Airforce Area)",54000,54000,0,0,"Active"
"SR-2024-2037","ADM-6037","PEN-RJ-2024-122659","Mukesh Solanki","16","9th","9th","C","9th - C","Tarachand Solanki","Pooja","Tarachand Solanki","9784141066","9784141066","9784141066","Laxmi Nagar, Street 3, Barmer","Male","2011-10-10","OBC","Raman",true,true,"Route 6 (Uttarlai Road - Airforce Area)",54000,54000,0,0,"Active"
"SR-2024-2038","ADM-6038","PEN-RJ-2024-419961","Aadhya Chauhan","17","9th","9th","C","9th - C","Mohan Lal Chauhan","Shanti Devi","Mohan Lal Chauhan","9828928235","9828928235","9828928235","Kalyanpura, Barmer","Female","2011-08-21","General","Tagore",true,true,"Route 3 (Station Road - Sadar Bazaar)",54000,0,54000,54000,"Active"
"SR-2024-2039","ADM-6039","PEN-RJ-2024-790284","Kavita Gehlot","18","9th","9th","C","9th - C","Mahendra Gehlot","Anand Kanwar","Mahendra Gehlot","9828656263","9828656263","9828656263","Rai Colony, Near Water Tank, Barmer","Female","2011-06-08","General","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2040","ADM-6040","PEN-RJ-2024-406151","Sandeep Lohar","19","9th","9th","C","9th - C","Surendra Lohar","Gulab Kanwar","Surendra Lohar","9828421811","9828421811","9828421811","Nehru Nagar, Main Road, Barmer","Male","2011-01-05","ST","Raman",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-2041","ADM-6041","PEN-RJ-2024-647870","Jaideep Mittal","20","9th","9th","C","9th - C","Tarachand Mittal","Kamla Devi","Tarachand Mittal","9828790792","9828790792","9828790792","Panch Batti Circle, Barmer","Male","2011-03-24","SC","Tagore",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2042","ADM-6042","PEN-RJ-2024-447940","Barkha Vyas","21","9th","9th","C","9th - C","Dinesh Vyas","Santosh","Dinesh Vyas","8769494816","8769494816","8769494816","Chohtan Circle, Highway Link, Barmer","Female","2011-03-08","ST","Raman",false,false,"",42000,17000,25000,25000,"Active"
"SR-2024-2043","ADM-6043","PEN-RJ-2024-214643","Dimple Purohit","22","9th","9th","C","9th - C","Prem Singh Purohit","Sayar Kanwar","Prem Singh Purohit","9784212856","9784212856","9784212856","Kalyanpura, Barmer","Female","2011-11-12","General","Tagore",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2044","ADM-6044","PEN-RJ-2024-536312","Manju Panwar","23","9th","9th","C","9th - C","Mahendra Panwar","Sugan Kanwar","Mahendra Panwar","9828746656","9828746656","9828746656","Ramsar Road, Barmer","Female","2011-02-28","General","Raman",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2045","ADM-6045","PEN-RJ-2024-559431","Diya Kumhar","24","9th","9th","C","9th - C","Dinesh Kumhar","Pushpa Devi","Dinesh Kumhar","9829149989","9829149989","9829149989","Baytu Link Road, Barmer","Female","2011-01-25","SC","Ashoka",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2046","ADM-6046","PEN-RJ-2024-118414","Sara Trivedi","25","9th","9th","C","9th - C","Bhagwan Das Trivedi","Sayar Kanwar","Bhagwan Das Trivedi","8769964772","8769964772","8769964772","Nehru Nagar, Main Road, Barmer","Female","2011-10-02","ST","Raman",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-2047","ADM-6047","PEN-RJ-2024-661585","Sita Agarwal","26","9th","9th","C","9th - C","Nemichand Agarwal","Durga Devi","Nemichand Agarwal","9784679263","9784679263","9784679263","Ramsar Road, Barmer","Female","2011-04-21","SC","Tagore",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2048","ADM-6048","PEN-RJ-2024-378853","Barkha Gehlot","27","9th","9th","C","9th - C","Bhanwar Singh Gehlot","Geeta Devi","Bhanwar Singh Gehlot","9460714147","9460714147","9460714147","Kalyanpura, Barmer","Female","2011-10-27","ST","Raman",false,false,"",42000,21000,21000,21000,"Active"
"SR-2024-2049","ADM-6049","PEN-RJ-2024-896601","Rampal Suthar","28","9th","9th","C","9th - C","Loonkaran Suthar","Mohan Kanwar","Loonkaran Suthar","8769441415","8769441415","8769441415","Laxmi Nagar, Street 3, Barmer","Male","2011-08-11","OBC","Ashoka",false,false,"",42000,31500,10500,10500,"Active"
"SR-2024-2050","ADM-6050","PEN-RJ-2024-468743","Diya Gaur","29","9th","9th","C","9th - C","Surendra Gaur","Geeta Devi","Surendra Gaur","8769874929","8769874929","8769874929","Plot 42, Civil Lines, Barmer","Female","2011-04-20","General","Shivaji",false,false,"",42000,42000,0,0,"Active"
"SR-2024-2051","ADM-6051","PEN-RJ-2024-514701","Teja Mittal","30","9th","9th","C","9th - C","Gopal Mittal","Rekha","Gopal Mittal","9414501614","9414501614","9414501614","Ramsar Road, Barmer","Male","2011-12-26","SC","Shivaji",true,true,"Route 7 (Sindhari Road - Kalyanpura)",54000,21500,32500,32500,"Active"
